No.;Time;Source;Destination;Protocol;Length;Info;;TIME 1;TIME 2;DELAY ;;DELAY 1;DELAY 2;JITTER
3671;34,235723;192.168.27.81;202.67.42.206;UDP;79;63764  >  443 Len=37;;34,235723;34,240775;0,005052;;-0,003153;0,008205;0,011358
3672;34,240775;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,240775;34,248980;0,008205;;0,003482;0,004723;0,001241
3673;34,248980;192.168.27.81;202.67.42.206;UDP;79;63764  >  443 Len=37;;34,248980;34,253703;0,004723;;0,004379;0,000344;-0,004035
3674;34,253703;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,253703;34,254047;0,000344;;-0,021424;0,021768;0,043192
3675;34,254047;192.168.27.81;202.67.42.206;UDP;80;63764  >  443 Len=38;;34,254047;34,275815;0,021768;;0,021351;0,000417;-0,020934
3676;34,275815;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,275815;34,276232;0,000417;;-0,002419;0,002836;0,005255
3677;34,276232;192.168.27.81;202.67.42.206;UDP;87;63764  >  443 Len=45;;34,276232;34,279068;0,002836;;0,002836;0;-0,002836
3678;34,279068;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,279068;34,279068;0;;-0,00036;0,00036;0,00072
3679;34,279068;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,279068;34,279428;0,00036;;0,000192;0,000168;-2,4E-05
3680;34,279428;192.168.27.81;202.67.42.206;UDP;82;63764  >  443 Len=40;;34,279428;34,279596;0,000168;;-0,000458;0,000626;0,001084
3681;34,279596;192.168.27.81;202.67.42.206;UDP;82;63764  >  443 Len=40;;34,279596;34,280222;0,000626;;0,000464;0,000162;-0,000302
3682;34,280222;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,280222;34,280384;0,000162;;-0,01324;0,013402;0,026642
3683;34,280384;192.168.27.81;202.67.42.206;UDP;82;63764  >  443 Len=40;;34,280384;34,293786;0,013402;;0,010535;0,002867;-0,007668
3684;34,293786;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,293786;34,296653;0,002867;;0,002108;0,000759;-0,001349
3685;34,296653;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,296653;34,297412;0,000759;;0,000468;0,000291;-0,000177
3686;34,297412;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,297412;34,297703;0,000291;;-0,003322;0,003613;0,006935
3687;34,297703;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,297703;34,301316;0,003613;;-0,004699;0,008312;0,013011
3688;34,301316;202.67.42.206;192.168.27.81;UDP;71;443  >  63764 Len=29;;34,301316;34,309628;0,008312;;0,007939;0,000373;-0,007566
3689;34,309628;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,309628;34,310001;0,000373;;-0,006311;0,006684;0,012995
3690;34,310001;192.168.27.81;202.67.42.206;UDP;76;63764  >  443 Len=34;;34,310001;34,316685;0,006684;;0,006302;0,000382;-0,00592
3691;34,316685;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,316685;34,317067;0,000382;;-0,007354;0,007736;0,01509
3692;34,317067;192.168.27.81;202.67.42.206;UDP;76;63764  >  443 Len=34;;34,317067;34,324803;0,007736;;0,007322;0,000414;-0,006908
3693;34,324803;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,324803;34,325217;0,000414;;-0,008724;0,009138;0,017862
3694;34,325217;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,325217;34,334355;0,009138;;0,00883;0,000308;-0,008522
3695;34,334355;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,334355;34,334663;0,000308;;-0,001162;0,00147;0,002632
3696;34,334663;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,334663;34,336133;0,00147;;0,001292;0,000178;-0,001114
3697;34,336133;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,336133;34,336311;0,000178;;-0,011346;0,011524;0,02287
3698;34,336311;192.168.27.81;202.67.42.206;UDP;80;63764  >  443 Len=38;;34,336311;34,347835;0,011524;;0,011143;0,000381;-0,010762
3699;34,347835;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,347835;34,348216;0,000381;;-0,002358;0,002739;0,005097
3700;34,348216;192.168.27.81;202.67.42.206;UDP;82;63764  >  443 Len=40;;34,348216;34,350955;0,002739;;0,002739;0;-0,002739
3701;34,350955;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,350955;34,350955;0;;-0,000346;0,000346;0,000692
3702;34,350955;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,350955;34,351301;0,000346;;0,000188;0,000158;-3E-05
3703;34,351301;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,351301;34,351459;0,000158;;-0,014537;0,014695;0,029232
3704;34,351459;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,351459;34,366154;0,014695;;0,014276;0,000419;-0,013857
3705;34,366154;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,366154;34,366573;0,000419;;-0,002726;0,003145;0,005871
3706;34,366573;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,366573;34,369718;0,003145;;0,002794;0,000351;-0,002443
3707;34,369718;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,369718;34,370069;0,000351;;-0,003271;0,003622;0,006893
3708;34,370069;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,370069;34,373691;0,003622;;0,003299;0,000323;-0,002976
3709;34,373691;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,373691;34,374014;0,000323;;-0,007605;0,007928;0,015533
3710;34,374014;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,374014;34,381942;0,007928;;0,00162;0,006308;0,004688
3711;34,381942;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,381942;34,388250;0,006308;;0,005935;0,000373;-0,005562
3712;34,388250;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,388250;34,388623;0,000373;;-0,002669;0,003042;0,005711
3713;34,388623;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,388623;34,391665;0,003042;;-0,006973;0,010015;0,016988
3714;34,391665;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,391665;34,401680;0,010015;;0,001886;0,008129;0,006243
3715;34,401680;192.168.27.81;202.67.42.206;UDP;85;63764  >  443 Len=43;;34,401680;34,409809;0,008129;;-0,003153;0,011282;0,014435
3716;34,409809;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,409809;34,421091;0,011282;;0,009758;0,001524;-0,008234
3717;34,421091;192.168.27.81;202.67.42.206;UDP;85;63764  >  443 Len=43;;34,421091;34,422615;0,001524;;0,001524;0;-0,001524
3718;34,422615;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,422615;34,422615;0;;-0,000568;0,000568;0,001136
3719;34,422615;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,422615;34,423183;0,000568;;-0,002143;0,002711;0,004854
3720;34,423183;192.168.27.81;202.67.42.206;UDP;86;63764  >  443 Len=44;;34,423183;34,425894;0,002711;;0,002368;0,000343;-0,002025
3721;34,425894;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,425894;34,426237;0,000343;;-0,004063;0,004406;0,008469
3722;34,426237;192.168.27.81;202.67.42.206;UDP;93;63764  >  443 Len=51;;34,426237;34,430643;0,004406;;0,004032;0,000374;-0,003658
3723;34,430643;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,430643;34,431017;0,000374;;-0,006205;0,006579;0,012784
3724;34,431017;192.168.27.81;202.67.42.206;UDP;90;63764  >  443 Len=48;;34,431017;34,437596;0,006579;;0,006205;0,000374;-0,005831
3725;34,437596;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,437596;34,437970;0,000374;;-0,013575;0,013949;0,027524
3726;34,437970;192.168.27.81;202.67.42.206;UDP;92;63764  >  443 Len=50;;34,437970;34,451919;0,013949;;0,013949;0;-0,013949
3727;34,451919;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,451919;34,451919;0;;-0,00012;0,00012;0,00024
3728;34,451919;52.218.132.9;192.168.27.81;TCP;54;443  >  54998 [FIN, ACK] Seq=9017 Ack=4242 Win=40704 Len=0;;34,451919;34,452039;0,00012;;-7,5E-05;0,000195;0,00027
3729;34,452039;192.168.27.81;52.218.132.9;TCP;54;54998  >  443 [ACK] Seq=4242 Ack=9018 Win=261376 Len=0;;34,452039;34,452234;0,000195;;-0,010722;0,010917;0,021639
3730;34,452234;192.168.27.81;202.67.42.206;UDP;94;63764  >  443 Len=52;;34,452234;34,463151;0,010917;;0,010917;0;-0,010917
3731;34,463151;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,463151;34,463151;0;;-0,000329;0,000329;0,000658
3732;34,463151;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,463151;34,463480;0,000329;;0,000165;0,000164;-1E-06
3733;34,463480;192.168.27.81;202.67.42.206;UDP;96;63764  >  443 Len=54;;34,463480;34,463644;0,000164;;-0,001704;0,001868;0,003572
3734;34,463644;192.168.27.81;202.67.42.206;UDP;96;63764  >  443 Len=54;;34,463644;34,465512;0,001868;;-0,001563;0,003431;0,004994
3735;34,465512;202.67.42.206;192.168.27.81;UDP;69;443  >  63764 Len=27;;34,465512;34,468943;0,003431;;0,003112;0,000319;-0,002793
3736;34,468943;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,468943;34,469262;0,000319;;-0,011339;0,011658;0,022997
3737;34,469262;192.168.27.81;202.67.42.206;UDP;82;63764  >  443 Len=40;;34,469262;34,480920;0,011658;;0,01128;0,000378;-0,010902
3738;34,480920;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,480920;34,481298;0,000378;;-0,002133;0,002511;0,004644
3739;34,481298;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,481298;34,483809;0,002511;;0,002189;0,000322;-0,001867
3740;34,483809;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,483809;34,484131;0,000322;;-0,004144;0,004466;0,00861
3741;34,484131;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,484131;34,488597;0,004466;;0,00415;0,000316;-0,003834
3742;34,488597;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,488597;34,488913;0,000316;;-0,024248;0,024564;0,048812
3743;34,488913;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,488913;34,513477;0,024564;;0,024564;0;-0,024564
3744;34,513477;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,513477;34,513477;0;;-0,000428;0,000428;0,000856
3745;34,513477;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,513477;34,513905;0,000428;;-0,001348;0,001776;0,003124
3746;34,513905;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,513905;34,515681;0,001776;;-0,00132;0,003096;0,004416
3747;34,515681;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,515681;34,518777;0,003096;;0,002725;0,000371;-0,002354
3748;34,518777;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,518777;34,519148;0,000371;;-0,003069;0,00344;0,006509
3749;34,519148;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,519148;34,522588;0,00344;;-0,001888;0,005328;0,007216
3750;34,522588;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,522588;34,527916;0,005328;;0,004924;0,000404;-0,00452
3751;34,527916;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,527916;34,528320;0,000404;;-0,003099;0,003503;0,006602
3752;34,528320;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,528320;34,531823;0,003503;;-0,00437;0,007873;0,012243
3753;34,531823;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,531823;34,539696;0,007873;;0,00672;0,001153;-0,005567
3754;34,539696;192.168.27.81;202.67.42.206;UDP;85;63764  >  443 Len=43;;34,539696;34,540849;0,001153;;0,000669;0,000484;-0,000185
3755;34,540849;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,540849;34,541333;0,000484;;-0,01191;0,012394;0,024304
3756;34,541333;192.168.27.81;202.67.42.206;UDP;86;63764  >  443 Len=44;;34,541333;34,553727;0,012394;;0,012015;0,000379;-0,011636
3757;34,553727;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,553727;34,554106;0,000379;;-0,002291;0,00267;0,004961
3758;34,554106;192.168.27.81;202.67.42.206;UDP;88;63764  >  443 Len=46;;34,554106;34,556776;0,00267;;0,002328;0,000342;-0,001986
3759;34,556776;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,556776;34,557118;0,000342;;-0,006775;0,007117;0,013892
3760;34,557118;192.168.27.81;202.67.42.206;UDP;88;63764  >  443 Len=46;;34,557118;34,564235;0,007117;;0,006696;0,000421;-0,006275
3761;34,564235;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,564235;34,564656;0,000421;;-0,007166;0,007587;0,014753
3762;34,564656;192.168.27.81;202.67.42.206;UDP;88;63764  >  443 Len=46;;34,564656;34,572243;0,007587;;0,007202;0,000385;-0,006817
3763;34,572243;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,572243;34,572628;0,000385;;-0,005686;0,006071;0,011757
3764;34,572628;192.168.27.81;202.67.42.206;UDP;90;63764  >  443 Len=48;;34,572628;34,578699;0,006071;;0,005532;0,000539;-0,004993
3765;34,578699;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,578699;34,579238;0,000539;;-0,008313;0,008852;0,017165
3766;34,579238;192.168.27.81;202.67.42.206;UDP;92;63764  >  443 Len=50;;34,579238;34,588090;0,008852;;0,008466;0,000386;-0,00808
3767;34,588090;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,588090;34,588476;0,000386;;-0,015871;0,016257;0,032128
3768;34,588476;192.168.27.81;202.67.42.206;UDP;97;63764  >  443 Len=55;;34,588476;34,604733;0,016257;;0,016257;0;-0,016257
3769;34,604733;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,604733;34,604733;0;;-0,00037;0,00037;0,00074
3770;34,604733;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,604733;34,605103;0,00037;;0,000203;0,000167;-3,6E-05
3771;34,605103;192.168.27.81;202.67.42.206;UDP;94;63764  >  443 Len=52;;34,605103;34,605270;0,000167;;-0,002568;0,002735;0,005303
3772;34,605270;192.168.27.81;202.67.42.206;UDP;94;63764  >  443 Len=52;;34,605270;34,608005;0,002735;;0,00238;0,000355;-0,002025
3773;34,608005;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,608005;34,608360;0,000355;;-0,002543;0,002898;0,005441
3774;34,608360;192.168.27.81;202.67.42.206;UDP;94;63764  >  443 Len=52;;34,608360;34,611258;0,002898;;-0,010438;0,013336;0,023774
3775;34,611258;202.67.42.206;192.168.27.81;UDP;69;443  >  63764 Len=27;;34,611258;34,624594;0,013336;;0,013336;0;-0,013336
3776;34,624594;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,624594;34,624594;0;;-0,001023;0,001023;0,002046
3777;34,624594;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,624594;34,625617;0,001023;;-0,006456;0,007479;0,013935
3778;34,625617;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,625617;34,633096;0,007479;;-0,001851;0,00933;0,011181
3779;34,633096;192.168.27.81;202.67.42.206;UDP;77;63764  >  443 Len=35;;34,633096;34,642426;0,00933;;0,004724;0,004606;-0,000118
3780;34,642426;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,642426;34,647032;0,004606;;0,004606;0;-0,004606
3781;34,647032;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,647032;34,647032;0;;-0,000375;0,000375;0,00075
3782;34,647032;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,647032;34,647407;0,000375;;8,6E-05;0,000289;0,000203
3783;34,647407;192.168.27.81;202.67.42.206;UDP;76;63764  >  443 Len=34;;34,647407;34,647696;0,000289;;-0,015112;0,015401;0,030513
3784;34,647696;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,647696;34,663097;0,015401;;0,014954;0,000447;-0,014507
3785;34,663097;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,663097;34,663544;0,000447;;-0,001572;0,002019;0,003591
3786;34,663544;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,663544;34,665563;0,002019;;0,0017;0,000319;-0,001381
3787;34,665563;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,665563;34,665882;0,000319;;-0,007636;0,007955;0,015591
3788;34,665882;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,665882;34,673837;0,007955;;0,007575;0,00038;-0,007195
3789;34,673837;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,673837;34,674217;0,00038;;-0,002289;0,002669;0,004958
3790;34,674217;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,674217;34,676886;0,002669;;-0,004578;0,007247;0,011825
3791;34,676886;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,676886;34,684133;0,007247;;0,005384;0,001863;-0,003521
3792;34,684133;192.168.27.81;202.67.42.206;UDP;79;63764  >  443 Len=37;;34,684133;34,685996;0,001863;;-0,002797;0,00466;0,007457
3793;34,685996;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,685996;34,690656;0,00466;;0,004264;0,000396;-0,003868
3794;34,690656;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,690656;34,691052;0,000396;;-0,006775;0,007171;0,013946
3795;34,691052;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,691052;34,698223;0,007171;;0,003771;0,0034;-0,000371
3796;34,698223;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,698223;34,701623;0,0034;;-0,008307;0,011707;0,020014
3797;34,701623;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,701623;34,713330;0,011707;;0,011332;0,000375;-0,010957
3798;34,713330;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,713330;34,713705;0,000375;;-0,00322;0,003595;0,006815
3799;34,713705;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,713705;34,717300;0,003595;;-0,006047;0,009642;0,015689
3800;34,717300;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,717300;34,726942;0,009642;;0,009143;0,000499;-0,008644
3801;34,726942;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,726942;34,727441;0,000499;;-0,011386;0,011885;0,023271
3802;34,727441;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,727441;34,739326;0,011885;;0,011454;0,000431;-0,011023
3803;34,739326;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,739326;34,739757;0,000431;;-0,007143;0,007574;0,014717
3804;34,739757;192.168.27.81;202.67.42.206;UDP;80;63764  >  443 Len=38;;34,739757;34,747331;0,007574;;0,007574;0;-0,007574
3805;34,747331;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,747331;34,747331;0;;-0,000363;0,000363;0,000726
3806;34,747331;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,747331;34,747694;0,000363;;0,000146;0,000217;7,1E-05
3807;34,747694;192.168.27.81;202.67.42.206;UDP;80;63764  >  443 Len=38;;34,747694;34,747911;0,000217;;-0,003714;0,003931;0,007645
3808;34,747911;192.168.27.81;202.67.42.206;UDP;80;63764  >  443 Len=38;;34,747911;34,751842;0,003931;;0,003605;0,000326;-0,003279
3809;34,751842;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,751842;34,752168;0,000326;;-0,0094;0,009726;0,019126
3810;34,752168;192.168.27.81;202.67.42.206;UDP;82;63764  >  443 Len=40;;34,752168;34,761894;0,009726;;0,009302;0,000424;-0,008878
3811;34,761894;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,761894;34,762318;0,000424;;-0,013341;0,013765;0,027106
3812;34,762318;192.168.27.81;202.67.42.206;UDP;82;63764  >  443 Len=40;;34,762318;34,776083;0,013765;;0,013765;0;-0,013765
3813;34,776083;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,776083;34,776083;0;;-0,000187;0,000187;0,000374
3814;34,776083;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,776083;34,776270;0,000187;;-6,1E-05;0,000248;0,000309
3815;34,776270;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,776270;34,776518;0,000248;;7,7E-05;0,000171;9,4E-05
3816;34,776518;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,776518;34,776689;0,000171;;3,1E-05;0,00014;0,000109
3817;34,776689;192.168.27.81;202.67.42.206;UDP;89;63764  >  443 Len=47;;34,776689;34,776829;0,00014;;-0,007827;0,007967;0,015794
3818;34,776829;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,776829;34,784796;0,007967;;0,007589;0,000378;-0,007211
3819;34,784796;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,784796;34,785174;0,000378;;-0,006402;0,00678;0,013182
3820;34,785174;192.168.27.81;202.67.42.206;UDP;86;63764  >  443 Len=44;;34,785174;34,791954;0,00678;;0,006434;0,000346;-0,006088
3821;34,791954;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,791954;34,792300;0,000346;;-0,008338;0,008684;0,017022
3822;34,792300;192.168.27.81;202.67.42.206;UDP;86;63764  >  443 Len=44;;34,792300;34,800984;0,008684;;0,008287;0,000397;-0,00789
3823;34,800984;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,800984;34,801381;0,000397;;-0,018945;0,019342;0,038287
3824;34,801381;192.168.27.81;202.67.42.206;UDP;86;63764  >  443 Len=44;;34,801381;34,820723;0,019342;;0,019342;0;-0,019342
3825;34,820723;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,820723;34,820723;0;;-0,000396;0,000396;0,000792
3826;34,820723;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,820723;34,821119;0,000396;;-0,002327;0,002723;0,00505
3827;34,821119;192.168.27.81;202.67.42.206;UDP;76;63764  >  443 Len=34;;34,821119;34,823842;0,002723;;-0,001257;0,00398;0,005237
3828;34,823842;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,823842;34,827822;0,00398;;0,003546;0,000434;-0,003112
3829;34,827822;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,827822;34,828256;0,000434;;-0,002935;0,003369;0,006304
3830;34,828256;192.168.27.81;202.67.42.206;UDP;76;63764  >  443 Len=34;;34,828256;34,831625;0,003369;;-0,003716;0,007085;0,010801
3831;34,831625;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,831625;34,838710;0,007085;;0,006134;0,000951;-0,005183
3832;34,838710;192.168.27.81;202.67.42.206;UDP;77;63764  >  443 Len=35;;34,838710;34,839661;0,000951;;0,000365;0,000586;0,000221
3833;34,839661;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,839661;34,840247;0,000586;;-0,005661;0,006247;0,011908
3834;34,840247;192.168.27.81;202.67.42.206;UDP;78;63764  >  443 Len=36;;34,840247;34,846494;0,006247;;0,005904;0,000343;-0,005561
3835;34,846494;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,846494;34,846837;0,000343;;-0,004449;0,004792;0,009241
3836;34,846837;192.168.27.81;202.67.42.206;UDP;80;63764  >  443 Len=38;;34,846837;34,851629;0,004792;;0,004415;0,000377;-0,004038
3837;34,851629;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,851629;34,852006;0,000377;;-0,013334;0,013711;0,027045
3838;34,852006;192.168.27.81;202.67.42.206;UDP;80;63764  >  443 Len=38;;34,852006;34,865717;0,013711;;0,013303;0,000408;-0,012895
3839;34,865717;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,865717;34,866125;0,000408;;-0,010347;0,010755;0,021102
3840;34,866125;192.168.27.81;202.67.42.206;UDP;82;63764  >  443 Len=40;;34,866125;34,876880;0,010755;;0,010408;0,000347;-0,010061
3841;34,876880;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,876880;34,877227;0,000347;;-0,003093;0,00344;0,006533
3842;34,877227;192.168.27.81;202.67.42.206;UDP;82;63764  >  443 Len=40;;34,877227;34,880667;0,00344;;0,003063;0,000377;-0,002686
3843;34,880667;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,880667;34,881044;0,000377;;-0,017528;0,017905;0,035433
3844;34,881044;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,881044;34,898949;0,017905;;0,017905;0;-0,017905
3845;34,898949;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,898949;34,898949;0;;-0,000523;0,000523;0,001046
3846;34,898949;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,898949;34,899472;0,000523;;0,000245;0,000278;3,3E-05
3847;34,899472;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,899472;34,899750;0,000278;;0,00011;0,000168;5,8E-05
3848;34,899750;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,899750;34,899918;0,000168;;5,3E-05;0,000115;6,2E-05
3849;34,899918;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,899918;34,900033;0,000115;;-0,002497;0,002612;0,005109
3850;34,900033;192.168.27.81;202.67.42.206;UDP;84;63764  >  443 Len=42;;34,900033;34,902645;0,002612;;0,002259;0,000353;-0,001906
3851;34,902645;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,902645;34,902998;0,000353;;-0,012426;0,012779;0,025205
3852;34,902998;192.168.27.81;202.67.42.206;UDP;86;63764  >  443 Len=44;;34,902998;34,915777;0,012779;;0,012404;0,000375;-0,012029
3853;34,915777;202.67.42.206;192.168.27.81;UDP;1292;443  >  63764 Len=1250;;34,915777;34,916152;0,000375;;-0,002326;0,002701;0,005027
